,Matches,Season,Innings,Hundreds,TotalRuns,NotOuts,BallsFaced,DuckedOut,FiftyRuns,BattingAvg,HighestScore,StrikeRate
8447,3.0,2001,3.0,0.0,44.0,0.0,105.0,0.0,0.0,14.66,29.0,41.9
8449,3.0,2001,2.0,0.0,32.0,0.0,63.0,0.0,0.0,16.0,16.0,50.79
8450,3.0,2001,3.0,0.0,39.0,0.0,80.0,0.0,0.0,13.0,27.0,48.75
8451,3.0,2001,3.0,0.0,85.0,0.0,96.0,1.0,1.0,28.33,71.0,88.54
8452,3.0,2001,3.0,0.0,49.0,2.0,58.0,0.0,0.0,49.0,28.0,84.48
8453,3.0,2001/02,2.0,0.0,10.0,1.0,20.0,0.0,0.0,10.0,9.0,50.0
8454,3.0,2001/02,2.0,0.0,9.0,0.0,35.0,0.0,0.0,4.5,7.0,25.71
8455,3.0,2001/02,3.0,0.0,89.0,0.0,141.0,1.0,1.0,29.66,67.0,63.12
8456,3.0,2001/02,3.0,0.0,9.0,1.0,17.0,0.0,0.0,4.5,5.0,52.94
8457,3.0,2001/02,2.0,0.0,1.0,1.0,9.0,0.0,0.0,1.0,1.0,11.11
8458,3.0,2001/02,3.0,0.0,29.0,1.0,47.0,1.0,0.0,14.5,18.0,61.7
8459,3.0,2001/02,3.0,0.0,115.0,0.0,195.0,0.0,1.0,38.33,66.0,58.97
8460,3.0,2001/02,3.0,0.0,65.0,0.0,109.0,0.0,0.0,21.66,29.0,59.63
8461,3.0,2001/02,3.0,0.0,28.0,0.0,42.0,1.0,0.0,9.33,27.0,66.66
8462,3.0,2001/02,2.0,0.0,5.0,0.0,15.0,1.0,0.0,2.5,5.0,33.33
8465,3.0,2001/02,3.0,0.0,86.0,1.0,91.0,0.0,1.0,43.0,60.0,94.5
8466,3.0,2001/02,3.0,0.0,8.0,1.0,28.0,1.0,0.0,4.0,7.0,28.57
8467,3.0,2001/02,3.0,0.0,16.0,0.0,46.0,1.0,0.0,5.33,11.0,34.78
8468,3.0,2001/02,3.0,0.0,20.0,0.0,33.0,0.0,0.0,6.66,18.0,60.6
8469,3.0,2001/02,3.0,0.0,62.0,0.0,117.0,1.0,0.0,20.66,41.0,52.99
8470,3.0,2001/02,3.0,0.0,37.0,0.0,48.0,0.0,0.0,12.33,16.0,77.08
8471,3.0,2001/02,2.0,0.0,1.0,1.0,6.0,1.0,0.0,1.0,1.0,16.66
8472,3.0,2001/02,2.0,0.0,4.0,1.0,12.0,0.0,0.0,4.0,3.0,33.33
8473,3.0,2001/02,2.0,0.0,36.0,0.0,66.0,0.0,0.0,18.0,32.0,54.54
8474,3.0,2001/02,2.0,0.0,9.0,0.0,22.0,0.0,0.0,4.5,8.0,40.9
8475,3.0,2001/02,2.0,0.0,43.0,0.0,67.0,0.0,0.0,21.5,22.0,64.17
8476,3.0,2001/02,2.0,0.0,7.0,1.0,18.0,1.0,0.0,7.0,7.0,38.88
8477,3.0,2002,3.0,0.0,48.0,0.0,68.0,0.0,0.0,16.0,45.0,70.58
8478,3.0,2002,3.0,0.0,15.0,0.0,28.0,0.0,0.0,5.0,8.0,53.57
8479,3.0,2002,3.0,0.0,50.0,0.0,71.0,0.0,0.0,16.66,25.0,70.42
8480,3.0,2002,3.0,0.0,5.0,1.0,18.0,0.0,0.0,2.5,4.0,27.77
8481,3.0,2002,2.0,0.0,2.0,1.0,17.0,1.0,0.0,2.0,2.0,11.76
8482,3.0,2002,3.0,0.0,64.0,0.0,140.0,0.0,1.0,21.33,52.0,45.71
8483,3.0,2002,3.0,0.0,112.0,0.0,170.0,0.0,1.0,37.33,62.0,65.88
8484,3.0,2002,3.0,0.0,29.0,0.0,89.0,0.0,0.0,9.66,23.0,32.58
8485,3.0,2002,3.0,0.0,48.0,0.0,49.0,1.0,0.0,16.0,39.0,97.95
8486,3.0,2002,3.0,0.0,106.0,0.0,189.0,0.0,1.0,35.33,54.0,56.08
8487,3.0,2002,3.0,0.0,58.0,0.0,78.0,0.0,1.0,19.33,55.0,74.35
8488,3.0,2002,3.0,0.0,59.0,1.0,94.0,1.0,0.0,29.5,31.0,62.76
8489,3.0,2002,2.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0
8490,3.0,2002,3.0,0.0,50.0,0.0,73.0,0.0,0.0,16.66,36.0,68.49
8491,3.0,2002,3.0,0.0,29.0,1.0,38.0,0.0,0.0,14.5,13.0,76.31
8492,3.0,2002,3.0,0.0,26.0,0.0,43.0,0.0,0.0,8.66,10.0,60.46
8493,3.0,2002,3.0,0.0,21.0,0.0,41.0,0.0,0.0,7.0,15.0,51.21
8494,3.0,2002,2.0,0.0,8.0,2.0,10.0,0.0,0.0,0.0,5.0,80.0
8495,3.0,2002,3.0,0.0,60.0,0.0,103.0,0.0,0.0,20.0,40.0,58.25
8496,3.0,2002,3.0,0.0,27.0,2.0,73.0,0.0,0.0,27.0,17.0,36.98
8497,3.0,2002,3.0,0.0,9.0,1.0,27.0,0.0,0.0,4.5,4.0,33.33
8498,3.0,2002,2.0,0.0,1.0,0.0,10.0,1.0,0.0,0.5,1.0,10.0
8499,3.0,2002,3.0,0.0,45.0,0.0,59.0,0.0,0.0,15.0,18.0,76.27
8500,3.0,2002,2.0,0.0,9.0,1.0,11.0,0.0,0.0,9.0,6.0,81.81
8501,3.0,2002,3.0,0.0,71.0,0.0,110.0,1.0,1.0,23.66,61.0,64.54
8502,3.0,2002,2.0,0.0,18.0,0.0,19.0,0.0,0.0,9.0,10.0,94.73
8503,3.0,2002,2.0,0.0,7.0,2.0,11.0,0.0,0.0,0.0,5.0,63.63
8505,3.0,2002/03,2.0,0.0,9.0,0.0,12.0,0.0,0.0,4.5,7.0,75.0
8507,3.0,2002/03,2.0,0.0,65.0,1.0,79.0,0.0,0.0,65.0,44.0,82.27
8508,3.0,2002/03,3.0,0.0,21.0,1.0,33.0,0.0,0.0,10.5,17.0,63.63
8509,3.0,2002/03,2.0,0.0,4.0,2.0,2.0,0.0,0.0,0.0,2.0,200.0
8510,3.0,2002/03,2.0,0.0,16.0,0.0,43.0,0.0,0.0,8.0,9.0,37.2
8511,3.0,2002/03,2.0,0.0,4.0,0.0,9.0,1.0,0.0,2.0,4.0,44.44
8512,3.0,2002/03,3.0,0.0,23.0,1.0,36.0,0.0,0.0,11.5,18.0,63.88
8513,3.0,2002/03,2.0,0.0,45.0,0.0,65.0,0.0,0.0,22.5,41.0,69.23
8514,3.0,2002/03,3.0,0.0,2.0,1.0,8.0,1.0,0.0,1.0,1.0,25.0
8515,3.0,2002/03,2.0,0.0,44.0,0.0,68.0,0.0,0.0,22.0,37.0,64.7
8516,3.0,2002/03,3.0,0.0,88.0,1.0,115.0,0.0,0.0,44.0,33.0,76.52
8517,3.0,2002/03,3.0,0.0,20.0,0.0,60.0,1.0,0.0,6.66,13.0,33.33
8518,3.0,2002/03,3.0,0.0,25.0,0.0,39.0,0.0,0.0,8.33,13.0,64.1
8519,3.0,2002/03,3.0,0.0,26.0,2.0,38.0,0.0,0.0,26.0,17.0,68.42
8520,3.0,2003,3.0,0.0,66.0,1.0,72.0,0.0,0.0,33.0,30.0,91.66
8521,3.0,2003,3.0,0.0,44.0,0.0,96.0,0.0,0.0,14.66,29.0,45.83
8522,3.0,2003,3.0,0.0,60.0,1.0,103.0,0.0,0.0,30.0,29.0,58.25
8523,3.0,2003,3.0,0.0,34.0,0.0,122.0,1.0,0.0,11.33,21.0,27.86
8524,3.0,2003,2.0,0.0,3.0,1.0,10.0,0.0,0.0,3.0,2.0,30.0
8525,3.0,2003,3.0,0.0,10.0,2.0,28.0,0.0,0.0,10.0,6.0,35.71
8526,3.0,2003,2.0,0.0,22.0,1.0,18.0,0.0,0.0,22.0,20.0,122.22
8528,3.0,2003,3.0,0.0,15.0,0.0,45.0,0.0,0.0,5.0,8.0,33.33
8529,3.0,2003,3.0,0.0,93.0,2.0,57.0,0.0,1.0,93.0,92.0,163.15
8530,3.0,2003,3.0,0.0,36.0,0.0,61.0,1.0,0.0,12.0,30.0,59.01
8531,3.0,2003,2.0,0.0,2.0,0.0,13.0,0.0,0.0,1.0,1.0,15.38
8532,3.0,2003,2.0,0.0,32.0,0.0,64.0,0.0,0.0,16.0,20.0,50.0
8533,3.0,2003,2.0,0.0,4.0,1.0,10.0,1.0,0.0,4.0,4.0,40.0
8534,3.0,2003,3.0,0.0,36.0,0.0,55.0,0.0,0.0,12.0,26.0,65.45
8535,3.0,2003,3.0,1.0,115.0,2.0,107.0,0.0,0.0,115.0,102.0,107.47
8536,3.0,2003/04,3.0,0.0,37.0,1.0,103.0,0.0,0.0,18.5,23.0,35.92
8538,3.0,2003/04,3.0,0.0,36.0,1.0,46.0,1.0,0.0,18.0,23.0,78.26
8541,3.0,2003/04,3.0,0.0,26.0,1.0,22.0,1.0,0.0,13.0,24.0,118.18
8543,3.0,2003/04,3.0,0.0,39.0,0.0,72.0,0.0,0.0,13.0,17.0,54.16
8544,3.0,2003/04,3.0,0.0,55.0,0.0,84.0,0.0,0.0,18.33,32.0,65.47
8546,3.0,2003/04,3.0,0.0,38.0,1.0,53.0,1.0,0.0,19.0,36.0,71.69
8548,3.0,2003/04,3.0,0.0,74.0,1.0,91.0,0.0,1.0,37.0,62.0,81.31
8549,3.0,2003/04,2.0,0.0,11.0,2.0,30.0,0.0,0.0,0.0,8.0,36.66
8550,3.0,2003/04,3.0,0.0,82.0,1.0,72.0,1.0,1.0,41.0,51.0,113.88
8551,3.0,2003/04,3.0,0.0,40.0,1.0,59.0,0.0,0.0,20.0,23.0,67.79
8552,3.0,2003/04,3.0,0.0,67.0,1.0,74.0,0.0,0.0,33.5,36.0,90.54
8553,3.0,2003/04,3.0,0.0,89.0,0.0,73.0,0.0,1.0,29.66,80.0,121.91
8554,3.0,2003/04,3.0,0.0,11.0,0.0,28.0,1.0,0.0,3.66,10.0,39.28
8555,3.0,2003/04,2.0,0.0,13.0,2.0,20.0,0.0,0.0,0.0,11.0,65.0
8557,3.0,2003/04,3.0,0.0,48.0,2.0,47.0,0.0,0.0,48.0,47.0,102.12
8558,3.0,2004,3.0,0.0,29.0,1.0,27.0,0.0,0.0,14.5,15.0,107.4
8560,3.0,2004,3.0,0.0,28.0,0.0,56.0,0.0,0.0,9.33,13.0,50.0
8562,3.0,2004,3.0,0.0,17.0,0.0,45.0,1.0,0.0,5.66,13.0,37.77
8563,3.0,2004,3.0,0.0,43.0,0.0,97.0,0.0,0.0,14.33,19.0,44.32
8566,3.0,2004,3.0,0.0,8.0,1.0,11.0,0.0,0.0,4.0,4.0,72.72
8567,3.0,2004,2.0,0.0,25.0,2.0,39.0,0.0,0.0,0.0,18.0,64.1
8568,3.0,2004/05,2.0,0.0,21.0,0.0,49.0,0.0,0.0,10.5,17.0,42.85
8569,3.0,2004/05,2.0,0.0,4.0,1.0,3.0,1.0,0.0,4.0,4.0,133.33
8570,3.0,2004/05,3.0,0.0,58.0,0.0,84.0,1.0,0.0,19.33,46.0,69.04
8571,3.0,2004/05,2.0,0.0,62.0,0.0,79.0,0.0,0.0,31.0,32.0,78.48
8572,3.0,2004/05,3.0,0.0,23.0,0.0,37.0,0.0,0.0,7.66,12.0,62.16
8573,3.0,2004/05,2.0,0.0,34.0,2.0,24.0,0.0,0.0,0.0,29.0,141.66
8574,3.0,2004/05,3.0,0.0,23.0,0.0,38.0,1.0,0.0,7.66,14.0,60.52
8576,3.0,2004/05,2.0,0.0,21.0,0.0,33.0,0.0,0.0,10.5,14.0,63.63
8577,3.0,2004/05,3.0,0.0,45.0,1.0,50.0,1.0,0.0,22.5,33.0,90.0
8578,3.0,2004/05,2.0,0.0,18.0,0.0,14.0,0.0,0.0,9.0,16.0,128.57
8579,3.0,2004/05,2.0,0.0,29.0,1.0,50.0,0.0,0.0,29.0,27.0,58.0
8580,3.0,2004/05,2.0,0.0,26.0,0.0,30.0,0.0,0.0,13.0,24.0,86.66
8581,3.0,2004/05,3.0,0.0,85.0,2.0,91.0,0.0,1.0,85.0,64.0,93.4
8582,3.0,2004/05,3.0,0.0,46.0,0.0,63.0,1.0,0.0,15.33,23.0,73.01
8583,3.0,2004/05,3.0,0.0,90.0,0.0,134.0,0.0,1.0,30.0,50.0,67.16
8584,3.0,2004/05,3.0,0.0,46.0,1.0,74.0,0.0,0.0,23.0,33.0,62.16
8585,3.0,2005,3.0,0.0,6.0,2.0,12.0,0.0,0.0,6.0,3.0,50.0
8586,3.0,2005,3.0,0.0,22.0,2.0,31.0,0.0,0.0,22.0,13.0,70.96
8587,3.0,2005,3.0,0.0,64.0,0.0,150.0,0.0,0.0,21.33,30.0,42.66
8588,3.0,2005,3.0,0.0,95.0,2.0,99.0,0.0,0.0,95.0,44.0,95.95
8589,3.0,2005,3.0,0.0,54.0,2.0,39.0,0.0,0.0,54.0,24.0,138.46
8590,3.0,2005,2.0,0.0,66.0,1.0,85.0,0.0,0.0,66.0,36.0,77.64
8591,3.0,2005,2.0,0.0,33.0,1.0,63.0,0.0,0.0,33.0,24.0,52.38
8593,3.0,2005,3.0,0.0,18.0,0.0,39.0,2.0,0.0,6.0,18.0,46.15
8594,3.0,2005,3.0,0.0,2.0,1.0,5.0,0.0,0.0,1.0,1.0,40.0
8597,3.0,2005,3.0,0.0,37.0,0.0,48.0,1.0,0.0,12.33,35.0,77.08
8599,3.0,2005,2.0,0.0,21.0,0.0,22.0,0.0,0.0,10.5,15.0,95.45
8600,3.0,2005,2.0,0.0,64.0,0.0,117.0,0.0,1.0,32.0,51.0,54.7
8601,3.0,2005,3.0,0.0,29.0,0.0,51.0,0.0,0.0,9.66,21.0,56.86
8602,3.0,2005,2.0,0.0,17.0,0.0,25.0,0.0,0.0,8.5,15.0,68.0
8604,3.0,2005,2.0,0.0,34.0,1.0,28.0,0.0,0.0,34.0,18.0,121.42
8605,3.0,2005,3.0,0.0,97.0,0.0,98.0,0.0,0.0,32.33,48.0,98.97
8607,3.0,2005/06,2.0,0.0,37.0,0.0,29.0,0.0,0.0,18.5,36.0,127.58
8608,3.0,2005/06,2.0,0.0,2.0,1.0,4.0,1.0,0.0,2.0,2.0,50.0
8609,3.0,2005/06,3.0,0.0,6.0,1.0,29.0,0.0,0.0,3.0,5.0,20.68
8610,3.0,2005/06,2.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0
8611,3.0,2005/06,3.0,0.0,5.0,0.0,13.0,2.0,0.0,1.66,5.0,38.46
8612,3.0,2005/06,2.0,0.0,17.0,0.0,13.0,0.0,0.0,8.5,9.0,130.76
8613,3.0,2005/06,2.0,0.0,7.0,0.0,19.0,1.0,0.0,3.5,7.0,36.84
8614,3.0,2005/06,2.0,0.0,57.0,0.0,90.0,0.0,1.0,28.5,53.0,63.33
8616,3.0,2005/06,3.0,0.0,11.0,0.0,19.0,1.0,0.0,3.66,7.0,57.89
8617,3.0,2005/06,3.0,0.0,19.0,0.0,49.0,1.0,0.0,6.33,12.0,38.77
8618,3.0,2005/06,3.0,0.0,41.0,0.0,20.0,1.0,0.0,13.66,29.0,205.0
8620,3.0,2006,3.0,0.0,27.0,0.0,64.0,0.0,0.0,9.0,14.0,42.18
8621,3.0,2006,2.0,0.0,16.0,0.0,47.0,1.0,0.0,8.0,16.0,34.04
8622,3.0,2006,3.0,0.0,119.0,0.0,170.0,0.0,2.0,39.66,56.0,70.0
8623,3.0,2006,3.0,0.0,30.0,0.0,53.0,0.0,0.0,10.0,22.0,56.6
8624,3.0,2006,3.0,0.0,108.0,2.0,79.0,0.0,0.0,108.0,40.0,136.7
8625,3.0,2006,3.0,0.0,63.0,1.0,99.0,1.0,1.0,31.5,54.0,63.63
8626,3.0,2006,3.0,0.0,45.0,0.0,62.0,1.0,0.0,15.0,39.0,72.58
8627,3.0,2006,3.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0
8628,3.0,2006,3.0,0.0,35.0,0.0,18.0,1.0,0.0,11.66,31.0,194.44
8629,3.0,2006,3.0,0.0,24.0,0.0,47.0,0.0,0.0,8.0,10.0,51.06
8630,3.0,2006,3.0,0.0,12.0,0.0,21.0,0.0,0.0,4.0,6.0,57.14
8631,3.0,2006,3.0,0.0,31.0,0.0,50.0,0.0,0.0,10.33,13.0,62.0
8632,3.0,2006,2.0,0.0,15.0,0.0,14.0,0.0,0.0,7.5,12.0,107.14
8634,3.0,2006,3.0,0.0,120.0,2.0,113.0,0.0,1.0,120.0,50.0,106.19
8635,3.0,2006,3.0,0.0,106.0,0.0,177.0,0.0,1.0,35.33,68.0,59.88
8636,3.0,2006,3.0,0.0,15.0,1.0,63.0,1.0,0.0,7.5,12.0,23.8
8637,3.0,2006,3.0,0.0,87.0,2.0,146.0,0.0,0.0,87.0,46.0,59.58
8638,3.0,2006,3.0,0.0,31.0,2.0,29.0,1.0,0.0,31.0,30.0,106.89
8639,3.0,2006,2.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,20.0
8640,3.0,2006,3.0,0.0,40.0,0.0,79.0,1.0,0.0,13.33,26.0,50.63
8641,3.0,2006,3.0,0.0,30.0,0.0,80.0,0.0,0.0,10.0,23.0,37.5
8642,3.0,2006,3.0,0.0,6.0,0.0,35.0,0.0,0.0,2.0,3.0,17.14
8643,3.0,2006,3.0,0.0,26.0,1.0,30.0,1.0,0.0,13.0,24.0,86.66
8644,3.0,2006,2.0,0.0,3.0,2.0,3.0,0.0,0.0,0.0,2.0,100.0
8646,3.0,2006,3.0,0.0,137.0,0.0,142.0,0.0,1.0,45.66,80.0,96.47
8647,3.0,2006,3.0,0.0,76.0,0.0,96.0,0.0,0.0,25.33,40.0,79.16
8648,3.0,2006/07,3.0,0.0,10.0,0.0,27.0,0.0,0.0,3.33,6.0,37.03
8649,3.0,2006/07,2.0,0.0,10.0,1.0,33.0,0.0,0.0,10.0,8.0,30.3
8650,3.0,2006/07,3.0,0.0,30.0,0.0,50.0,1.0,0.0,10.0,28.0,60.0
8651,3.0,2006/07,3.0,0.0,115.0,2.0,127.0,0.0,1.0,115.0,60.0,90.55
8652,3.0,2006/07,3.0,0.0,71.0,0.0,92.0,1.0,1.0,23.66,69.0,77.17
8653,3.0,2006/07,3.0,0.0,55.0,0.0,141.0,0.0,0.0,18.33,22.0,39.0
8654,3.0,2006/07,3.0,0.0,36.0,0.0,74.0,1.0,0.0,12.0,33.0,48.64
8656,3.0,2006/07,3.0,0.0,18.0,0.0,42.0,1.0,0.0,6.0,9.0,42.85
8657,3.0,2006/07,2.0,0.0,39.0,0.0,37.0,0.0,0.0,19.5,25.0,105.4
8658,3.0,2006/07,3.0,0.0,55.0,0.0,97.0,1.0,1.0,18.33,50.0,56.7
8659,3.0,2006/07,2.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,50.0
8660,3.0,2006/07,3.0,0.0,36.0,0.0,65.0,1.0,0.0,12.0,22.0,55.38
8661,3.0,2006/07,2.0,0.0,10.0,0.0,23.0,0.0,0.0,5.0,5.0,43.47
8662,3.0,2006/07,3.0,0.0,6.0,0.0,16.0,1.0,0.0,2.0,4.0,37.5
8663,3.0,2006/07,3.0,0.0,5.0,0.0,16.0,0.0,0.0,1.66,3.0,31.25
8664,3.0,2006/07,3.0,0.0,27.0,0.0,78.0,0.0,0.0,9.0,14.0,34.61
8665,3.0,2006/07,2.0,0.0,8.0,0.0,22.0,1.0,0.0,4.0,8.0,36.36
8666,3.0,2006/07,3.0,0.0,18.0,0.0,47.0,0.0,0.0,6.0,10.0,38.29
8667,3.0,2007,2.0,0.0,2.0,0.0,15.0,1.0,0.0,1.0,2.0,13.33
8668,3.0,2007,3.0,0.0,69.0,0.0,104.0,1.0,0.0,23.0,42.0,66.34
8669,3.0,2007,2.0,0.0,71.0,0.0,58.0,0.0,0.0,35.5,42.0,122.41
8670,3.0,2007,3.0,0.0,62.0,2.0,85.0,0.0,1.0,62.0,59.0,72.94
8671,3.0,2007,3.0,0.0,40.0,0.0,76.0,0.0,0.0,13.33,21.0,52.63
8672,3.0,2007,3.0,0.0,77.0,0.0,86.0,1.0,1.0,25.66,67.0,89.53
8673,3.0,2007,2.0,0.0,8.0,1.0,8.0,0.0,0.0,8.0,6.0,100.0
8674,3.0,2007,3.0,0.0,37.0,0.0,43.0,0.0,0.0,12.33,28.0,86.04
8675,3.0,2007,3.0,0.0,34.0,0.0,36.0,0.0,0.0,11.33,17.0,94.44
8676,3.0,2007,2.0,0.0,6.0,1.0,8.0,0.0,0.0,6.0,5.0,75.0
8677,3.0,2007,3.0,0.0,27.0,1.0,62.0,0.0,0.0,13.5,16.0,43.54
8678,3.0,2007,3.0,0.0,91.0,0.0,154.0,1.0,1.0,30.33,80.0,59.09
8679,3.0,2007,3.0,0.0,23.0,0.0,35.0,0.0,0.0,7.66,20.0,65.71
8680,3.0,2007,3.0,0.0,91.0,1.0,100.0,0.0,1.0,45.5,51.0,91.0
8681,3.0,2007,2.0,0.0,40.0,2.0,21.0,0.0,0.0,0.0,31.0,190.47
8682,3.0,2007,3.0,0.0,85.0,0.0,129.0,0.0,0.0,28.33,48.0,65.89
8683,3.0,2007,3.0,0.0,70.0,0.0,65.0,1.0,1.0,23.33,52.0,107.69
8684,3.0,2007,2.0,0.0,9.0,1.0,16.0,0.0,0.0,9.0,5.0,56.25
8685,3.0,2007,2.0,0.0,2.0,0.0,12.0,1.0,0.0,1.0,2.0,16.66
8686,3.0,2007,3.0,0.0,98.0,1.0,202.0,0.0,1.0,49.0,51.0,48.51
8687,3.0,2007,3.0,0.0,94.0,2.0,103.0,0.0,1.0,94.0,72.0,91.26
8690,3.0,2007,3.0,0.0,110.0,0.0,157.0,0.0,1.0,36.66,74.0,70.06
8692,3.0,2007,3.0,0.0,40.0,0.0,62.0,0.0,0.0,13.33,18.0,64.51
8693,3.0,2007,2.0,0.0,12.0,1.0,26.0,0.0,0.0,12.0,9.0,46.15
8694,3.0,2007,3.0,0.0,117.0,1.0,131.0,0.0,1.0,58.5,79.0,89.31
8695,3.0,2007,3.0,0.0,170.0,0.0,186.0,0.0,2.0,56.66,96.0,91.39
8696,3.0,2007,3.0,1.0,172.0,1.0,171.0,0.0,0.0,86.0,107.0,100.58
8697,3.0,2007,3.0,0.0,105.0,0.0,199.0,0.0,0.0,35.0,44.0,52.76
8698,3.0,2007,2.0,0.0,46.0,1.0,59.0,0.0,0.0,46.0,36.0,77.96
8699,3.0,2007,3.0,0.0,124.0,1.0,125.0,0.0,1.0,62.0,55.0,99.2
8700,3.0,2007,2.0,0.0,9.0,1.0,14.0,1.0,0.0,9.0,9.0,64.28
8701,3.0,2007,3.0,0.0,58.0,0.0,59.0,1.0,1.0,19.33,54.0,98.3
8702,3.0,2007,3.0,0.0,82.0,0.0,109.0,0.0,1.0,27.33,50.0,75.22
8703,3.0,2007/08,2.0,0.0,25.0,1.0,46.0,0.0,0.0,25.0,16.0,54.34
8704,3.0,2007/08,3.0,0.0,58.0,0.0,67.0,0.0,0.0,19.33,34.0,86.56
8705,3.0,2007/08,3.0,0.0,52.0,0.0,34.0,2.0,1.0,17.33,52.0,152.94
8706,3.0,2007/08,3.0,0.0,73.0,0.0,109.0,0.0,0.0,24.33,38.0,66.97
8707,3.0,2007/08,3.0,0.0,84.0,0.0,163.0,1.0,1.0,28.0,72.0,51.53
8708,3.0,2007/08,3.0,0.0,20.0,0.0,66.0,1.0,0.0,6.66,11.0,30.3
8709,3.0,2007/08,2.0,0.0,9.0,0.0,18.0,1.0,0.0,4.5,9.0,50.0
8710,3.0,2007/08,3.0,0.0,32.0,1.0,45.0,1.0,0.0,16.0,31.0,71.11
8711,3.0,2007/08,3.0,0.0,53.0,0.0,53.0,0.0,0.0,17.66,27.0,100.0
8712,3.0,2007/08,3.0,0.0,51.0,0.0,98.0,0.0,0.0,17.0,42.0,52.04
8713,3.0,2007/08,3.0,0.0,20.0,2.0,24.0,0.0,0.0,20.0,13.0,83.33
8714,3.0,2007/08,3.0,0.0,8.0,1.0,33.0,0.0,0.0,4.0,4.0,24.24
8715,3.0,2007/08,2.0,0.0,28.0,1.0,29.0,0.0,0.0,28.0,17.0,96.55
8717,3.0,2007/08,2.0,0.0,5.0,2.0,3.0,0.0,0.0,0.0,5.0,166.66
8718,3.0,2007/08,3.0,0.0,51.0,0.0,77.0,0.0,0.0,17.0,35.0,66.23
8719,3.0,2007/08,3.0,0.0,15.0,0.0,43.0,0.0,0.0,5.0,8.0,34.88
8720,3.0,2007/08,2.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0
8721,3.0,2007/08,3.0,0.0,4.0,1.0,17.0,2.0,0.0,2.0,4.0,23.52
8722,3.0,2007/08,3.0,0.0,59.0,0.0,104.0,0.0,0.0,19.66,21.0,56.73
8723,3.0,2007/08,3.0,0.0,103.0,0.0,132.0,0.0,1.0,34.33,70.0,78.03
8724,3.0,2007/08,3.0,0.0,2.0,0.0,14.0,2.0,0.0,0.66,2.0,14.28
8727,3.0,2007/08,3.0,0.0,44.0,0.0,80.0,0.0,0.0,14.66,25.0,55.0
8728,3.0,2007/08,3.0,0.0,63.0,1.0,152.0,1.0,1.0,31.5,61.0,41.44
8729,3.0,2007/08,3.0,0.0,49.0,1.0,85.0,0.0,0.0,24.5,35.0,57.64
8730,3.0,2007/08,3.0,0.0,60.0,0.0,117.0,0.0,0.0,20.0,37.0,51.28
8731,3.0,2007/08,2.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,0.0,0.0
8732,3.0,2007/08,2.0,0.0,2.0,0.0,21.0,1.0,0.0,1.0,2.0,9.52
8733,3.0,2007/08,3.0,0.0,47.0,1.0,91.0,1.0,0.0,23.5,25.0,51.64
8734,3.0,2007/08,3.0,0.0,95.0,0.0,125.0,0.0,0.0,31.66,49.0,76.0
8735,3.0,2007/08,3.0,0.0,87.0,0.0,146.0,1.0,1.0,29.0,73.0,59.58
8736,3.0,2007/08,2.0,0.0,71.0,0.0,53.0,0.0,0.0,35.5,47.0,133.96
8737,3.0,2007/08,3.0,0.0,29.0,0.0,81.0,0.0,0.0,9.66,18.0,35.8
8738,3.0,2008,3.0,0.0,83.0,1.0,96.0,0.0,0.0,41.5,46.0,86.45
8739,3.0,2008,3.0,0.0,39.0,1.0,87.0,0.0,0.0,19.5,27.0,44.82
8741,3.0,2008,3.0,0.0,31.0,1.0,37.0,0.0,0.0,15.5,23.0,83.78
8742,3.0,2008,3.0,0.0,26.0,0.0,52.0,0.0,0.0,8.66,13.0,50.0
8743,3.0,2008,3.0,0.0,50.0,0.0,93.0,0.0,0.0,16.66,23.0,53.76
8744,3.0,2008,3.0,0.0,82.0,0.0,170.0,0.0,0.0,27.33,48.0,48.23
8745,3.0,2008,3.0,0.0,32.0,0.0,48.0,0.0,0.0,10.66,30.0,66.66
8747,3.0,2008,3.0,0.0,87.0,1.0,79.0,0.0,0.0,43.5,46.0,110.12
8748,3.0,2008,3.0,0.0,79.0,0.0,114.0,0.0,1.0,26.33,51.0,69.29
8749,3.0,2008,3.0,0.0,78.0,0.0,88.0,0.0,0.0,26.0,38.0,88.63
8750,3.0,2008,3.0,0.0,7.0,3.0,21.0,0.0,0.0,0.0,4.0,33.33
8752,3.0,2008,3.0,0.0,21.0,0.0,27.0,1.0,0.0,7.0,17.0,77.77
8753,3.0,2008,2.0,0.0,16.0,1.0,38.0,0.0,0.0,16.0,14.0,42.1
8754,3.0,2008,3.0,0.0,27.0,1.0,76.0,0.0,0.0,13.5,18.0,35.52
8756,3.0,2008,3.0,0.0,38.0,0.0,79.0,0.0,0.0,12.66,15.0,48.1
8757,3.0,2008,2.0,0.0,66.0,2.0,90.0,0.0,0.0,0.0,39.0,73.33
8758,3.0,2008,3.0,0.0,2.0,1.0,7.0,1.0,0.0,1.0,2.0,28.57
